"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-115.55","51.19","BANFF CS","3050519","2023-11-10 04:00","2023","11","10","04:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-10 05:00","2023","11","10","05:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-10 06:00","2023","11","10","06:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-10 07:00","2023","11","10","07:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-10 08:00","2023","11","10","08:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-10 09:00","2023","11","10","09:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-10 10:00","2023","11","10","10:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-10 11:00","2023","11","10","11:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-10 12:00","2023","11","10","12:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-10 13:00","2023","11","10","13:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-10 14:00","2023","11","10","14:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-10 15:00","2023","11","10","15:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-10 16:00","2023","11","10","16:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-10 17:00","2023","11","10","17:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-10 18:00","2023","11","10","18:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-10 19:00","2023","11","10","19:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-10 20:00","2023","11","10","20:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-10 21:00","2023","11","10","21:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-10 22:00","2023","11","10","22:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-10 23:00","2023","11","10","23:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-11 00:00","2023","11","11","00:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-11 01:00","2023","11","11","01:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-11 02:00","2023","11","11","02:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-11 03:00","2023","11","11","03:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-11 04:00","2023","11","11","04:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-11 05:00","2023","11","11","05:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-11 06:00","2023","11","11","06:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-11 07:00","2023","11","11","07:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-11 08:00","2023","11","11","08:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-11 09:00","2023","11","11","09:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-11 10:00","2023","11","11","10:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-11 11:00","2023","11","11","11:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-11 12:00","2023","11","11","12:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-11 13:00","2023","11","11","13:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-11 14:00","2023","11","11","14:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-11 15:00","2023","11","11","15:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-11 16:00","2023","11","11","16:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-11 17:00","2023","11","11","17:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-11 18:00","2023","11","11","18:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-11 19:00","2023","11","11","19:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-11 20:00","2023","11","11","20:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-11 21:00","2023","11","11","21:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-11 22:00","2023","11","11","22:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-11 23:00","2023","11","11","23:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-12 00:00","2023","11","12","00:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-12 01:00","2023","11","12","01:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-12 02:00","2023","11","12","02:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-12 03:00","2023","11","12","03:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-12 04:00","2023","11","12","04:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-12 05:00","2023","11","12","05:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-12 06:00","2023","11","12","06:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-12 07:00","2023","11","12","07:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-12 08:00","2023","11","12","08:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-12 09:00","2023","11","12","09:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-12 10:00","2023","11","12","10:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-12 11:00","2023","11","12","11:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-12 12:00","2023","11","12","12:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-12 13:00","2023","11","12","13:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-12 14:00","2023","11","12","14:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-12 15:00","2023","11","12","15:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-12 16:00","2023","11","12","16:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-12 17:00","2023","11","12","17:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-12 18:00","2023","11","12","18:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-12 19:00","2023","11","12","19:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-12 20:00","2023","11","12","20:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-12 21:00","2023","11","12","21:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-12 22:00","2023","11","12","22:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-12 23:00","2023","11","12","23:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-13 00:00","2023","11","13","00:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-13 01:00","2023","11","13","01:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-13 02:00","2023","11","13","02:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-13 03:00","2023","11","13","03:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-13 04:00","2023","11","13","04:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-13 05:00","2023","11","13","05:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-13 06:00","2023","11","13","06:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-13 07:00","2023","11","13","07:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-13 08:00","2023","11","13","08:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-13 09:00","2023","11","13","09:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-13 10:00","2023","11","13","10:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-13 11:00","2023","11","13","11:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-13 12:00","2023","11","13","12:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-13 13:00","2023","11","13","13:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-13 14:00","2023","11","13","14:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-13 15:00","2023","11","13","15:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-13 16:00","2023","11","13","16:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-13 17:00","2023","11","13","17:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-13 18:00","2023","11","13","18:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-13 19:00","2023","11","13","19:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-13 20:00","2023","11","13","20:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-13 21:00","2023","11","13","21:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-13 22:00","2023","11","13","22:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-13 23:00","2023","11","13","23:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-14 00:00","2023","11","14","00:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-14 01:00","2023","11","14","01:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-14 02:00","2023","11","14","02:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-14 03:00","2023","11","14","03:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-14 04:00","2023","11","14","04:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-14 05:00","2023","11","14","05:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-14 06:00","2023","11","14","06:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-14 07:00","2023","11","14","07:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-14 08:00","2023","11","14","08:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-14 09:00","2023","11","14","09:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-14 10:00","2023","11","14","10:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-14 11:00","2023","11","14","11:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-14 12:00","2023","11","14","12:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-14 13:00","2023","11","14","13:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-14 14:00","2023","11","14","14:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-14 15:00","2023","11","14","15:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-14 16:00","2023","11","14","16:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-14 17:00","2023","11","14","17:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-14 18:00","2023","11","14","18:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-14 19:00","2023","11","14","19:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-14 20:00","2023","11","14","20:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-14 21:00","2023","11","14","21:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-14 22:00","2023","11","14","22:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-14 23:00","2023","11","14","23:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-15 00:00","2023","11","15","00:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-15 01:00","2023","11","15","01:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-15 02:00","2023","11","15","02:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-15 03:00","2023","11","15","03:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-15 04:00","2023","11","15","04:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-15 05:00","2023","11","15","05:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-15 06:00","2023","11","15","06:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-15 07:00","2023","11","15","07:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-15 08:00","2023","11","15","08:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-15 09:00","2023","11","15","09:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-15 10:00","2023","11","15","10:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-15 11:00","2023","11","15","11:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-15 12:00","2023","11","15","12:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-15 13:00","2023","11","15","13:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-15 14:00","2023","11","15","14:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-15 15:00","2023","11","15","15:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-15 16:00","2023","11","15","16:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-15 17:00","2023","11","15","17:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-15 18:00","2023","11","15","18:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-15 19:00","2023","11","15","19:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-15 20:00","2023","11","15","20:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-15 21:00","2023","11","15","21:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-15 22:00","2023","11","15","22:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-15 23:00","2023","11","15","23:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-16 00:00","2023","11","16","00:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-16 01:00","2023","11","16","01:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-16 02:00","2023","11","16","02:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-16 03:00","2023","11","16","03:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-16 04:00","2023","11","16","04:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-16 05:00","2023","11","16","05:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-16 06:00","2023","11","16","06:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-16 07:00","2023","11","16","07:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-16 08:00","2023","11","16","08:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-16 09:00","2023","11","16","09:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-16 10:00","2023","11","16","10:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-16 11:00","2023","11","16","11:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-16 12:00","2023","11","16","12:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-16 13:00","2023","11","16","13:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-16 14:00","2023","11","16","14:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-16 15:00","2023","11","16","15:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-16 16:00","2023","11","16","16:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-16 17:00","2023","11","16","17:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-16 18:00","2023","11","16","18:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-16 19:00","2023","11","16","19:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-16 20:00","2023","11","16","20:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-16 21:00","2023","11","16","21:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-16 22:00","2023","11","16","22:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-16 23:00","2023","11","16","23:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-17 00:00","2023","11","17","00:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-17 01:00","2023","11","17","01:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-17 02:00","2023","11","17","02:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-17 03:00","2023","11","17","03:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-17 04:00","2023","11","17","04:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-17 05:00","2023","11","17","05:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-17 06:00","2023","11","17","06:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-17 07:00","2023","11","17","07:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-17 08:00","2023","11","17","08:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-17 09:00","2023","11","17","09:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-17 10:00","2023","11","17","10:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-17 11:00","2023","11","17","11:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-17 12:00","2023","11","17","12:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-17 13:00","2023","11","17","13:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-17 14:00","2023","11","17","14:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-17 15:00","2023","11","17","15:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-17 16:00","2023","11","17","16:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-17 17:00","2023","11","17","17:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-17 18:00","2023","11","17","18:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-17 19:00","2023","11","17","19:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-17 20:00","2023","11","17","20:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-17 21:00","2023","11","17","21:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-17 22:00","2023","11","17","22:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-17 23:00","2023","11","17","23:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-18 00:00","2023","11","18","00:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-18 01:00","2023","11","18","01:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-18 02:00","2023","11","18","02:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-18 03:00","2023","11","18","03:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-18 04:00","2023","11","18","04:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-18 05:00","2023","11","18","05:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-18 06:00","2023","11","18","06:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-18 07:00","2023","11","18","07:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-18 08:00","2023","11","18","08:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-18 09:00","2023","11","18","09:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-18 10:00","2023","11","18","10:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-18 11:00","2023","11","18","11:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-18 12:00","2023","11","18","12:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-18 13:00","2023","11","18","13:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-18 14:00","2023","11","18","14:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-18 15:00","2023","11","18","15:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-18 16:00","2023","11","18","16:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-18 17:00","2023","11","18","17:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-18 18:00","2023","11","18","18:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-18 19:00","2023","11","18","19:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-18 20:00","2023","11","18","20:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-18 21:00","2023","11","18","21:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-18 22:00","2023","11","18","22:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-18 23:00","2023","11","18","23:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-19 00:00","2023","11","19","00:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-19 01:00","2023","11","19","01:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-19 02:00","2023","11","19","02:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-19 03:00","2023","11","19","03:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-19 04:00","2023","11","19","04:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-19 05:00","2023","11","19","05:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-19 06:00","2023","11","19","06:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-19 07:00","2023","11","19","07:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-19 08:00","2023","11","19","08:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-19 09:00","2023","11","19","09:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-19 10:00","2023","11","19","10:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-19 11:00","2023","11","19","11:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-19 12:00","2023","11","19","12:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-19 13:00","2023","11","19","13:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-19 14:00","2023","11","19","14:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-19 15:00","2023","11","19","15:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-19 16:00","2023","11","19","16:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-19 17:00","2023","11","19","17:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-19 18:00","2023","11","19","18:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-19 19:00","2023","11","19","19:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-19 20:00","2023","11","19","20:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-19 21:00","2023","11","19","21:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-19 22:00","2023","11","19","22:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-19 23:00","2023","11","19","23:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-20 00:00","2023","11","20","00:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-20 01:00","2023","11","20","01:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-20 02:00","2023","11","20","02:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-20 03:00","2023","11","20","03:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-20 04:00","2023","11","20","04:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-20 05:00","2023","11","20","05:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-20 06:00","2023","11","20","06:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-20 07:00","2023","11","20","07:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-20 08:00","2023","11","20","08:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-20 09:00","2023","11","20","09:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-20 10:00","2023","11","20","10:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-20 11:00","2023","11","20","11:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-20 12:00","2023","11","20","12:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-20 13:00","2023","11","20","13:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-20 14:00","2023","11","20","14:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-20 15:00","2023","11","20","15:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-20 16:00","2023","11","20","16:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-20 17:00","2023","11","20","17:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-20 18:00","2023","11","20","18:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-20 19:00","2023","11","20","19:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-20 20:00","2023","11","20","20:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-20 21:00","2023","11","20","21:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-20 22:00","2023","11","20","22:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-20 23:00","2023","11","20","23:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-21 00:00","2023","11","21","00:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-21 01:00","2023","11","21","01:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-21 02:00","2023","11","21","02:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-21 03:00","2023","11","21","03:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-21 04:00","2023","11","21","04:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-21 05:00","2023","11","21","05:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-21 06:00","2023","11","21","06:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-21 07:00","2023","11","21","07:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-21 08:00","2023","11","21","08:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-21 09:00","2023","11","21","09:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-21 10:00","2023","11","21","10:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-21 11:00","2023","11","21","11:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-21 12:00","2023","11","21","12:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-21 13:00","2023","11","21","13:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-21 14:00","2023","11","21","14:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-21 15:00","2023","11","21","15:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-21 16:00","2023","11","21","16:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-21 17:00","2023","11","21","17:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-21 18:00","2023","11","21","18:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-21 19:00","2023","11","21","19:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-21 20:00","2023","11","21","20:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-21 21:00","2023","11","21","21:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-21 22:00","2023","11","21","22:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-21 23:00","2023","11","21","23:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-22 00:00","2023","11","22","00:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-22 01:00","2023","11","22","01:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-22 02:00","2023","11","22","02:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-22 03:00","2023","11","22","03:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-22 04:00","2023","11","22","04:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-22 05:00","2023","11","22","05:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-22 06:00","2023","11","22","06:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-22 07:00","2023","11","22","07:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-22 08:00","2023","11","22","08:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-22 09:00","2023","11","22","09:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-22 10:00","2023","11","22","10:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-22 11:00","2023","11","22","11:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-22 12:00","2023","11","22","12:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-22 13:00","2023","11","22","13:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-22 14:00","2023","11","22","14:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-22 15:00","2023","11","22","15:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-22 16:00","2023","11","22","16:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-22 17:00","2023","11","22","17:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-22 18:00","2023","11","22","18:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-22 19:00","2023","11","22","19:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-22 20:00","2023","11","22","20:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-22 21:00","2023","11","22","21:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-22 22:00","2023","11","22","22:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-22 23:00","2023","11","22","23:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-23 00:00","2023","11","23","00:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-23 01:00","2023","11","23","01:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-23 02:00","2023","11","23","02:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-23 03:00","2023","11","23","03:00"
